item_id,order_id,product_id,quantity
483,2730,55,2
484,1942,91,1
485,2872,94,5
486,2504,24,2
487,2422,81,2
488,940,16,2
489,1644,5,3
490,788,19,4
491,73,79,2
492,373,7,4
493,1669,68,3
494,2868,82,2
495,909,44,4
496,1963,8,5
497,1750,83,1
498,1247,15,3
499,1490,36,3
500,2915,54,2
501,1311,7,2
502,168,1,1
503,2706,96,3
504,869,37,4
505,1148,78,1
506,1765,24,3
507,2013,47,3
508,1247,15,1
509,2741,2,5
510,534,43,3
511,1481,96,5
512,2167,78,3
513,976,84,3
514,861,75,4
515,358,14,2
516,2579,96,5
517,493,6,5
518,2681,25,2
519,2887,58,1
520,307,70,5
521,1405,39,4
522,828,69,2
523,180,17,2
524,1713,71,3
525,2296,45,3
526,1837,81,1
527,1787,9,4
528,1717,68,5
529,90,22,5
530,1123,90,2
531,1187,6,5
532,250,89,2
533,1629,64,5
534,2104,10,2
535,1794,97,5
536,1574,72,4
537,1642,78,3
538,848,24,1
539,656,74,2
540,2426,90,1
541,2101,59,5
542,2899,93,5
543,1061,39,2
544,1214,91,3
545,2262,16,2
546,918,6,5
547,976,38,1
548,2620,19,3
549,545,35,1
550,2632,32,2
551,2190,15,1
552,2657,45,5
553,1512,42,1
554,2890,71,3
555,2958,18,4
556,2505,38,3
557,235,81,1
558,1457,29,3
559,724,33,1
560,2202,85,5
561,436,93,4
562,2679,33,5
563,2257,27,4
564,904,42,3
565,836,75,4
566,638,58,2
567,2990,93,4
568,1510,19,4
569,384,64,2
570,1882,24,2
571,774,73,4
572,2988,24,3
573,87,40,2
574,728,51,5
575,770,9,2
576,296,55,2
577,1864,83,4
578,411,93,5
579,563,94,1
580,2472,13,4
581,1573,3,1
582,56,98,1
583,542,32,1
584,1097,19,5
585,56,2,1
586,2222,95,3
587,2898,11,2
588,571,62,5
589,1820,21,3
590,1359,62,2
591,999,8,5
592,2835,35,5
593,505,3,1
594,422,70,3
595,421,66,4
596,581,1,2
597,99,30,4
598,1579,19,3
599,2685,37,2
600,2804,50,1
601,2015,22,1
602,920,14,3
603,1464,10,5
604,1367,16,3
605,348,6,5
606,619,23,4
607,2173,43,5
608,743,87,4
609,616,86,3
610,2560,37,3
611,426,35,4
612,2711,48,3
613,2914,10,1
614,609,100,2
615,1312,19,4
616,1830,93,4
617,276,15,5
618,1751,94,3
619,593,12,3
620,523,24,4
621,1445,41,4
622,1737,62,4
623,2465,82,3
624,567,84,2
625,1570,54,5
626,2037,69,5
627,2018,69,5
628,943,50,1
629,2380,92,4
630,2159,9999,2
631,2880,12,2
632,1482,1,2
633,71,47,5
634,1942,18,1
635,245,45,3
636,571,38,4
637,591,71,4
638,994,27,2
639,229,96,2
640,481,90,2
641,1547,94,1
642,2852,55,3
643,222,90,1
644,2715,75,1
645,1954,77,2
646,124,19,3
647,579,11,2
648,316,2,5
649,1706,20,2
650,1925,96,2
651,2161,90,3
652,1926,53,3
653,1819,83,1
654,1175,15,2
655,246,83,1
656,2475,97,2
657,2062,21,1
658,1624,55,4
659,2270,92,3
660,2344,65,3
661,2906,30,4
662,643,35,1
663,2137,49,2
664,868,52,5
665,230,29,4
666,753,96,5
667,2479,10,4
668,1956,41,4
669,1559,22,1
670,1522,83,4
671,798,35,1
672,428,10,3
673,2471,100,3
674,115,31,3
675,667,70,1
676,268,28,5
677,45,97,3
678,769,71,2
679,2615,5,2
680,1103,11,5
681,2314,6,5
682,1982,6,1
683,1289,12,3
684,35,46,3
685,1631,65,2
686,1289,97,4
687,2973,46,2
688,2879,87,1
689,1358,53,5
690,414,65,2
691,98,76,4
692,1954,76,1
693,1189,21,2
694,2796,60,1
695,2564,12,2
696,884,88,2
697,2944,21,5
698,2115,94,5
699,2669,67,3
700,1833,17,3
701,1192,47,5
702,1765,6,4
703,980,27,5
704,2486,10,2
705,2323,81,4
706,399,2,2
707,1268,71,1
708,2044,13,4
709,1285,22,3
710,662,9,3
711,2362,47,3
712,366,10,2
713,2911,99,4
714,1057,61,3
715,1811,84,2
716,508,73,4
717,163,47,3
718,1643,53,5
719,2788,17,4
720,1503,66,5
721,1285,48,1
722,2795,53,5
723,1844,34,1
724,2543,83,1
725,1003,90,5
726,33,20,1
727,1191,49,2
728,2336,52,1
729,914,50,4
730,2741,12,3
731,1909,60,5
732,1905,14,1
733,739,94,1
734,1626,99,4
735,818,52,3
736,265,41,3
737,2476,63,2
738,2877,95,4
739,469,36,4
740,157,70,2
741,1925,19,2
742,1312,73,1
743,2463,100,4
744,256,47,4
745,1940,28,1
746,867,3,4
747,1106,33,2
748,343,19,1
749,1122,52,1
750,1222,92,4
751,1720,68,2
752,2743,34,2
753,221,12,4
754,1401,97,3
755,674,26,3
756,1717,62,4
757,2194,89,2
758,2854,56,3
759,2839,74,4
760,41,72,5
761,814,10,5
762,2526,19,3
763,2721,94,3
764,59,20,4
765,605,64,3
766,466,87,4
767,1077,67,1
768,1846,17,4
769,2618,75,1
770,150,28,2
771,1722,90,5
772,681,77,4
773,886,45,2
774,783,87,5
775,59,48,3
776,67,39,3
777,2057,16,4
778,2658,59,4
779,1681,46,3
780,2222,55,5
781,1376,15,2
782,1880,55,3
783,725,71,5
784,667,70,4
785,1563,37,4
786,2598,37,5
787,407,12,1
788,368,84,1
789,2525,53,1
790,2034,96,5
791,2232,13,4
792,2062,75,1
793,2735,38,4
794,868,29,4
795,2260,49,1
796,802,61,1
797,1437,60,4
798,2642,91,4
799,32,48,2
800,2079,37,3
801,2698,34,3
802,1699,87,2
803,18,54,1
804,64,4,2
805,1534,67,5
806,1301,43,2
807,2344,56,2
808,2277,51,2
809,2525,83,4
810,212,74,4
811,528,82,4
812,2983,23,4
813,1304,67,2
814,1792,30,1
815,2909,17,5
816,485,81,5
817,1606,98,3
818,2265,21,3
819,835,12,1
820,106,56,1
821,2576,99,5
822,627,4,5
823,2899,70,1
824,2343,49,1
825,535,59,3
826,765,31,2
827,1217,25,5
828,1005,93,4
829,1067,85,1
830,1127,11,2
831,2570,3,5
832,424,15,4
833,2441,16,1
834,581,37,3
835,740,12,1
836,2025,47,2
837,1601,13,4
838,90,53,1
839,1993,81,1
840,862,88,4
841,1538,41,4
842,660,24,3
843,42,23,5
844,2586,78,1
845,481,44,3
846,1983,79,5
847,2239,1,2
848,2138,95,3
849,499,25,5
850,122,69,1
851,2122,66,2
852,886,47,1
853,889,4,3
854,568,29,1
855,2981,89,2
856,1097,36,4
857,817,12,3
858,2901,71,3
859,1914,96,4
860,1787,66,4
861,791,33,2
862,811,88,3
863,1610,14,5
864,2407,40,2
865,844,93,4
866,1776,58,4
867,2443,96,3
868,1306,80,1
869,2488,50,4
870,819,73,3
871,1532,81,1
872,1841,22,1
873,2095,33,5
874,1679,38,5
875,2643,68,3
876,1632,4,1
877,737,42,4
878,762,46,2
879,298,28,3
880,1524,19,3
881,501,2,3
882,2820,2,3
883,876,60,5
884,1318,30,5
885,272,50,3
886,2465,28,5
887,891,14,5
888,1139,92,5
889,2750,10,5
890,2648,54,4
891,1302,41,2
892,808,7,4
893,2043,6,3
894,1726,16,1
895,1855,22,5
896,1339,76,4
897,969,74,1
898,1168,3,5
899,20,60,3
900,537,52,1
901,2186,68,1
902,1382,83,1
903,285,61,1
904,1701,93,3
905,1126,41,3
906,1640,11,5
907,1283,64,5
908,193,51,3
909,2853,59,4
910,2626,16,3
911,2532,14,1
912,918,7,1
913,569,14,3
914,2817,93,4
915,928,22,1
916,783,93,3
917,2202,1,1
918,1064,6,1
919,197,39,1
920,1081,43,5
921,1555,35,2
922,565,75,4
923,492,17,3
924,607,97,5
925,1693,82,4
926,2738,16,5
927,2162,31,5
928,1958,85,4
929,1150,42,4
930,926,12,3
931,1214,92,1
932,1446,72,2
933,2702,83,2
934,2847,10,1
935,2026,8,2
936,54,86,2
937,1918,50,2
938,1998,14,3
939,855,76,5
940,2106,41,3
941,2903,59,2
942,2067,9999,2
943,897,47,4
944,1854,80,5
945,832,100,4
946,770,9,3
947,1733,22,3
948,2365,83,1
949,604,60,1
950,452,31,1
951,1888,24,3
952,118,61,5
953,1855,46,3
954,485,71,1
955,1452,56,2
956,617,51,5
957,1765,66,3
958,218,57,3
959,1515,13,1
960,2657,49,4
961,795,38,2
962,1650,23,5
963,1131,68,5
964,2022,67,4
965,448,88,1
966,2648,32,1
967,900,15,1
968,147,74,3
969,978,9,5
970,414,36,2
971,2541,90,4
972,1606,51,1
973,901,94,3
974,2029,27,2
975,834,45,3
976,2892,77,3
977,13,13,2
978,2062,90,5
979,1953,95,3
980,2818,31,2
981,1291,88,1
982,683,24,3
983,1865,19,1
984,2729,61,4
985,1369,3,2
986,1081,10,2
987,2783,98,1
988,2434,9999,4
989,2389,1,4
990,1014,61,1
991,186,3,5
992,2786,38,2
993,2152,65,2
994,601,100,1
995,410,39,3
996,1854,63,3
997,2236,33,4
998,1039,47,4
999,56,46,3
1000,2909,43,5
1001,2720,77,4
1002,462,35,5
1003,2983,82,1
1004,606,53,2
1005,2701,19,3
1006,2040,4,2
1007,2366,95,4
1008,1473,27,1
1009,794,49,1
1010,1122,81,5
1011,1841,68,2
1012,1087,87,3
1013,1357,51,5
1014,1710,36,3
1015,781,6,5
1016,2131,90,3
1017,2509,16,4
1018,1864,73,3
1019,1182,15,1
1020,2044,88,2
1021,1911,88,2
1022,2143,38,5
1023,2287,86,2
1024,1244,63,3
1025,265,38,1
1026,1860,6,2
1027,1160,76,1
1028,218,63,3
1029,21,56,3
1030,2705,1,1
1031,1030,18,3
1032,1161,65,5
1033,636,12,3
1034,585,94,2
1035,1770,75,1
1036,1192,29,1
1037,1939,46,2
1038,2780,82,4
1039,1731,52,1
1040,1071,39,5
1041,1273,23,5
1042,1786,87,3
1043,2369,18,2
1044,1025,18,4
1045,2271,26,3
1046,1250,11,3
1047,2322,81,4
1048,2236,24,4
1049,1790,13,2
1050,2157,57,3
1051,2064,88,3
1052,1919,46,4
1053,1911,54,4
1054,1890,4,5
1055,109,99,4
1056,363,97,2
1057,2520,39,2
1058,2378,66,3
1059,522,80,5
1060,2317,38,1
1061,1609,17,4
1062,2745,1,4
1063,2122,59,1
1064,347,8,3
1065,2662,14,3
1066,2435,13,3
1067,2317,62,3
1068,250,16,5
1069,2763,66,1
1070,2874,27,5
1071,591,72,4
1072,559,29,2
1073,1233,81,3
1074,2946,1,4
1075,2555,89,2
1076,470,9,1
1077,627,78,1
1078,2130,13,2
1079,837,14,4
1080,101,65,4
1081,1601,8,1
1082,1229,52,4
1083,754,31,5
1084,1067,79,4
1085,2696,79,1
1086,1771,19,1
1087,757,19,2
1088,700,66,5
1089,821,61,4
1090,1188,38,1
1091,2412,64,3
1092,2735,36,4
1093,1581,90,1
1094,1901,54,4
1095,607,4,3
1096,1873,16,5
1097,1596,2,5
1098,1241,5,5
1099,1821,6,3
1100,571,60,4
1101,1135,2,2
1102,1466,65,5
1103,864,45,5
1104,1600,66,1
1105,715,84,2
1106,1442,84,5
1107,1390,59,2
1108,1141,98,3
1109,1614,9,4
1110,1543,61,5
1111,2700,24,5
1112,2903,65,5
1113,1062,17,3
1114,2412,75,3
1115,2395,80,4
1116,277,6,1
1117,652,30,1
1118,2725,14,4
1119,2783,61,3
1120,949,99,2
1121,432,23,4
1122,1721,9,1
1123,2507,33,1
1124,154,96,1
1125,1809,98,3
1126,2485,81,1
1127,713,42,1
1128,2862,58,4
1129,546,82,5
1130,2280,26,2
1131,1035,63,4
1132,2781,37,2
1133,825,95,2
1134,1778,68,2
1135,353,75,1
1136,2577,86,1
1137,834,5,2
1138,22,47,4
1139,2328,70,1
1140,1396,24,5
1141,2033,25,2
1142,2337,61,5
1143,1443,46,5
1144,2289,18,1
1145,1798,55,4
1146,291,73,1
1147,521,67,3
1148,414,16,4
1149,945,7,5
1150,2215,43,1
1151,918,38,3
1152,1600,91,3
1153,279,21,3
1154,307,69,5
1155,989,67,5
1156,2049,40,4
1157,2534,8,5
1158,2858,15,5
1159,1930,34,1
1160,133,44,4
1161,1069,26,3
1162,244,18,2
1163,2241,94,3
1164,2718,8,2
1165,2022,10,5
1166,2499,90,1
1167,1417,10,4
1168,2451,95,5
1169,331,71,4
1170,531,35,1
1171,427,5,4
1172,2080,29,3
1173,1768,62,3
1174,933,3,1
1175,108,100,2
1176,2189,78,4
1177,2794,88,1
1178,2264,62,1
1179,1586,99,4
1180,2849,17,4
1181,2873,55,5
1182,565,15,4
1183,484,79,3
1184,1441,25,3
1185,1789,8,2
1186,951,12,5
1187,42,30,4
1188,2197,73,1
1189,62,93,2
1190,233,10,1
1191,520,57,2
1192,1158,6,3
1193,1433,78,2
1194,1198,17,5
1195,1630,62,1
1196,2690,10,1
1197,1025,70,2
1198,2028,91,3
1199,903,57,3
1200,1503,100,5
1201,1199,84,2
1202,2158,35,3
1203,2859,70,5
1204,428,7,3
1205,1683,91,5
1206,1992,36,1
1207,834,18,5
1208,945,40,5
1209,864,16,3
1210,2970,19,1
1211,963,90,4
1212,2663,98,4
1213,468,3,4
1214,139,35,3
1215,2410,50,3
1216,347,8,3
1217,2498,50,4
1218,78,49,4
1219,1819,6,2
1220,843,49,2
1221,2704,56,5
1222,215,85,3
1223,129,70,3
1224,107,78,3
1225,1076,97,5
1226,887,97,1
1227,1397,93,5
1228,1778,55,1
1229,448,71,4
1230,2955,87,3
1231,2191,60,4
1232,2346,93,5
1233,2126,34,2
1234,1562,60,2
1235,541,2,3
1236,2796,36,1
1237,1024,99,5
1238,1212,44,5
1239,1617,5,5
1240,1124,47,3
1241,2701,33,5
1242,51,16,3
1243,2329,85,3
1244,1084,23,4
1245,1896,3,4
1246,37,60,1
1247,1470,62,5
1248,893,53,1
1249,2374,11,3
1250,2500,71,3
1251,263,57,2
1252,1057,99,3
1253,1064,64,2
1254,932,81,2
1255,602,80,1
1256,954,15,1
1257,755,88,5
1258,1804,75,3
1259,172,71,2
1260,250,92,3
1261,1055,3,3
1262,2214,92,1
1263,2460,31,3
1264,448,10,5
1265,1818,15,5
1266,318,31,2
1267,1335,74,3
1268,2790,54,1
1269,2630,55,3
1270,587,4,3
1271,2487,47,3
1272,1672,84,3
1273,1928,38,5
1274,128,21,3
1275,183,38,2
1276,2422,4,1
1277,2495,28,3
1278,2093,92,5
1279,2382,92,3
1280,881,49,5
1281,134,85,2
1282,1561,98,1
1283,317,29,5
1284,2063,74,5
1285,1713,69,1
1286,2162,7,5
1287,1935,85,5
1288,2132,57,3
1289,1103,25,5
1290,1201,32,3
1291,996,99,3
1292,946,59,3
1293,473,89,2
1294,1823,94,4
1295,1483,11,3
1296,2296,65,1
1297,1484,84,4
1298,2479,30,4
1299,1716,30,5
1300,514,69,2
1301,1670,87,5
1302,2728,18,5
1303,1067,37,3
1304,1286,16,1
1305,1674,54,5
1306,608,74,4
1307,2592,99,2
1308,737,59,1
1309,684,16,4
1310,1079,98,5
1311,2914,61,1
1312,518,5,4
1313,99,89,2
1314,300,17,5
1315,2169,50,4
1316,1452,17,4
1317,2855,72,2
1318,2917,38,1
1319,1380,44,5
1320,2494,79,1
1321,2959,6,1
1322,1454,58,4
1323,2584,58,4
1324,1185,97,4
1325,2868,18,2
1326,2965,99,5
1327,2087,11,2
1328,32,76,5
1329,1516,87,4
1330,1554,42,4
1331,724,66,5
1332,1145,99,1
1333,952,39,4
1334,1398,7,5
1335,2121,68,5
1336,2082,55,3
1337,1323,50,3
1338,731,19,1
1339,2995,27,-2
1340,2127,36,5
1341,2521,41,1
1342,1423,37,2
1343,486,37,3
1344,1994,57,2
1345,694,37,3
1346,2483,97,1
1347,949,86,3
1348,578,13,2
1349,2262,66,2
1350,113,77,1
1351,2212,69,2
1352,28,63,1
1353,1514,27,3
1354,2340,55,4
1355,2134,17,4
1356,1209,15,1
1357,1821,56,4
1358,1078,12,2
1359,1141,94,1
1360,1449,11,2
1361,2980,10,3
1362,642,65,3
1363,1131,59,5
1364,2753,100,1
1365,2896,89,3
1366,158,56,1
1367,2889,67,3
1368,780,72,1
1369,2599,81,1
1370,1008,18,5
1371,1541,29,2
1372,1087,61,2
1373,1985,24,4
1374,1158,17,2
1375,2601,12,5
1376,2963,96,2
1377,14,56,1
1378,2010,72,5
1379,855,91,2
1380,159,54,3
1381,2513,49,5
1382,962,82,3
1383,1984,68,2
1384,1230,30,3
1385,2737,63,4
1386,2581,51,5
1387,1463,70,4
1388,1211,13,2
1389,461,97,3
1390,1719,58,3
1391,1014,85,4
1392,475,23,4
1393,1307,85,1
1394,1424,90,4
1395,2887,17,4
1396,2004,77,4
1397,2815,31,1
1398,1192,35,5
1399,882,53,1
1400,2304,99,3
1401,1072,87,3
1402,1685,51,4
1403,1742,52,3
1404,224,35,4
1405,2983,29,3
1406,2607,6,3
1407,1834,9999,2
1408,2345,22,5
1409,845,100,1
1410,2513,79,3
1411,530,78,5
1412,82,93,1
1413,1554,12,3
1414,1445,99,5
1415,260,84,1
1416,2125,27,3
1417,2194,26,2
1418,2195,51,2
1419,1189,21,3
1420,1358,53,2
1421,2265,94,2
1422,56,5,1
1423,2157,14,5
1424,1630,63,1
1425,643,37,3
1426,100,30,2
1427,139,35,1
1428,1548,84,4
1429,538,95,3
1430,348,10,1
1431,2067,93,4
1432,83,2,5
1433,2478,20,1
1434,2410,51,2
1435,2481,40,3
1436,1742,66,1
1437,1238,36,4
1438,831,13,3
1439,2688,74,4
1440,1543,38,4
1441,382,29,4
1442,2298,36,4
1443,1165,90,5
1444,2076,32,4
1445,71,64,4
1446,1527,98,5
1447,2927,14,4
1448,918,74,1
1449,1628,99,2
1450,1832,48,4
1451,2307,14,3
1452,1362,19,1
1453,391,72,2
1454,851,63,5
1455,1024,11,2
1456,1652,79,4
1457,2144,93,5
1458,953,8,4
1459,1033,53,3
1460,1384,20,1
1461,1317,89,5
1462,2453,53,1
1463,1099,89,2
1464,2304,63,5
1465,2048,41,2
1466,1319,60,4
1467,2108,72,1
1468,431,55,1
1469,1539,17,1
1470,664,67,1
1471,681,26,4
1472,466,5,4
1473,2029,22,5
1474,1996,18,5
1475,1713,52,1
1476,1216,16,4
1477,1206,93,3
1478,2141,42,5
1479,1523,73,2
1480,580,38,5
1481,2806,27,5
1482,2927,48,5
1483,2477,33,4
1484,1896,27,3
1485,2950,18,2
1486,2148,92,4
1487,41,41,4
1488,735,20,4
1489,275,1,3
1490,2874,25,2
1491,2843,13,5
1492,1879,43,1
1493,251,80,4
1494,2435,21,1
1495,1436,82,5
1496,926,45,1
1497,790,36,3
1498,1746,75,3
1499,1505,80,4
1500,1044,72,5
1501,2628,85,2
1502,318,76,2
1503,422,94,2
1504,1147,23,3
1505,2309,14,2
1506,2140,76,4
1507,1353,74,5
1508,2478,36,5
1509,2739,61,2
1510,689,1,2
1511,887,12,5
1512,601,19,2
1513,1948,1,3
1514,319,7,2
1515,2096,57,4
1516,2724,61,3
1517,1240,65,1
1518,987,72,4
1519,1546,100,4
1520,2893,61,3
1521,1277,67,3
1522,2174,11,5
1523,877,22,3
1524,2914,19,4
1525,2296,57,4
1526,2848,33,1
1527,2286,56,3
1528,730,4,3
1529,1910,99,3
1530,2984,55,2
1531,2528,72,2
1532,1567,48,2
1533,44,26,4
1534,1479,68,2
1535,23,76,3
1536,1346,13,3
1537,1040,65,1
1538,2486,35,1
1539,2652,36,4
1540,1632,6,3
1541,1124,81,1
1542,2344,4,4
1543,2489,81,4
1544,2009,23,4
1545,2653,97,5
1546,426,5,3
1547,119,79,2
1548,2891,95,2
